"origin" "uniprot" "protein" "description"
"1139" "sp" "P16220" "CREB1" " Cyclic AMP-responsive element-binding protein 1 OS=Homo sapiens OX=9606 GN=CREB1 PE=1 SV=3"
"1140" "sp" "P54725" "RD23A" " UV excision repair protein RAD23 homolog A OS=Homo sapiens OX=9606 GN=RAD23A PE=1 SV=1"
"1141" "sp" "P58550" "FXYD8" " Putative FXYD domain-containing ion transport regulator 8 OS=Homo sapiens OX=9606 GN=FXYD6P3 PE=5 SV=2"
"1142" "sp" "P62081" "RS7" " 40S ribosomal protein S7 OS=Homo sapiens OX=9606 GN=RPS7 PE=1 SV=1"
"1143" "sp" "Q6UWN8" "ISK6" " Serine protease inhibitor Kazal-type 6 OS=Homo sapiens OX=9606 GN=SPINK6 PE=1 SV=1"
"1144" "sp" "Q9UEU0" "VTI1B" " Vesicle transport through interaction with t-SNAREs homolog 1B OS=Homo sapiens OX=9606 GN=VTI1B PE=1 SV=3"
"1145" "sp" "P23510" "TNFL4" " Tumor necrosis factor ligand superfamily member 4 OS=Homo sapiens OX=9606 GN=TNFSF4 PE=1 SV=1"
"1146" "sp" "P57796" "CABP4" " Calcium-binding protein 4 OS=Homo sapiens OX=9606 GN=CABP4 PE=1 SV=2"
"1147" "sp" "Q15847" "ADIRF" " Adipogenesis regulatory factor OS=Homo sapiens OX=9606 GN=ADIRF PE=1 SV=1"
"1148" "sp" "Q6ZR62" "RTL4" " Retrotransposon Gag-like protein 4 OS=Homo sapiens OX=9606 GN=RTL4 PE=1 SV=2"
"1149" "sp" "Q7RTV0" "PHF5A" " PHD finger-like domain-containing protein 5A OS=Homo sapiens OX=9606 GN=PHF5A PE=1 SV=1"
"1150" "sp" "Q8IZN7" "D107A" " Beta-defensin 107 OS=Homo sapiens OX=9606 GN=DEFB107B PE=2 SV=3"
"1151" "sp" "Q96EQ0" "SGTB" " Small glutamine-rich tetratricopeptide repeat-containing protein beta OS=Homo sapiens OX=9606 GN=SGTB PE=1 SV=1"
"1152" "sp" "Q99436" "PSB7" " Proteasome subunit beta type-7 OS=Homo sapiens OX=9606 GN=PSMB7 PE=1 SV=1"
"1153" "sp" "Q9NQ33" "ASCL3" " Achaete-scute homolog 3 OS=Homo sapiens OX=9606 GN=ASCL3 PE=1 SV=2"
"1154" "tr" "A0A075B6V7" "A0A075B6V7" " T cell receptor alpha joining 26 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ26 PE=4 SV=1"
"1155" "sp" "P0C5Y9" "H2AB1" " Histone H2A-Bbd type 1 OS=Homo sapiens OX=9606 GN=H2AB1 PE=1 SV=1"
"1156" "sp" "P59998" "ARPC4" " Actin-related protein 2/3 complex subunit 4 OS=Homo sapiens OX=9606 GN=ARPC4 PE=1 SV=3"
"1157" "sp" "Q5XLA6" "CAR17" " Putative caspase recruitment domain-containing protein 17P OS=Homo sapiens OX=9606 GN=CARD17P PE=5 SV=1"
"1158" "sp" "Q701N2" "KRA55" " Keratin-associated protein 5-5 OS=Homo sapiens OX=9606 GN=KRTAP5-5 PE=2 SV=2"
"1159" "sp" "Q7LBR1" "CHM1B" " Charged multivesicular body protein 1b OS=Homo sapiens OX=9606 GN=CHMP1B PE=1 SV=1"
"1160" "sp" "Q8NGR8" "OR1L8" " Olfactory receptor 1L8 OS=Homo sapiens OX=9606 GN=OR1L8 PE=2 SV=1"
"1161" "sp" "Q93079" "H2B1H" " Histone H2B type 1-H OS=Homo sapiens OX=9606 GN=H2BC9 PE=1 SV=3"
"1162" "sp" "Q9NNX9" "VCX3" " Variable charge X-linked protein 3 OS=Homo sapiens OX=9606 GN=VCX3A PE=2 SV=1"
"1163" "sp" "P04118" "COL" " Colipase OS=Homo sapiens OX=9606 GN=CLPS PE=1 SV=2"
"1164" "sp" "P56181" "NDUV3" " NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFV3 PE=1 SV=2"
"1165" "sp" "Q05519" "SRS11" " Serine/arginine-rich splicing factor 11 OS=Homo sapiens OX=9606 GN=SRSF11 PE=1 SV=1"
"1166" "sp" "Q14011" "CIRBP" " Cold-inducible RNA-binding protein OS=Homo sapiens OX=9606 GN=CIRBP PE=1 SV=1"
"1167" "sp" "Q16695" "H31T" " Histone H3.1t OS=Homo sapiens OX=9606 GN=H3-4 PE=1 SV=3"
"1168" "sp" "Q71UM5" "RS27L" " 40S ribosomal protein S27-like OS=Homo sapiens OX=9606 GN=RPS27L PE=1 SV=3"
"1169" "sp" "Q8N162" "OR8H2" " Olfactory receptor 8H2 OS=Homo sapiens OX=9606 GN=OR8H2 PE=3 SV=1"
"1170" "sp" "Q8NG35" "D105A" " Beta-defensin 105 OS=Homo sapiens OX=9606 GN=DEFB105B PE=2 SV=1"
"1171" "sp" "Q96J87" "CELF6" " CUGBP Elav-like family member 6 OS=Homo sapiens OX=9606 GN=CELF6 PE=1 SV=1"
"1172" "sp" "Q9Y2W2" "WBP11" " WW domain-binding protein 11 OS=Homo sapiens OX=9606 GN=WBP11 PE=1 SV=1"
"1173" "tr" "A0A075B710" "A0A075B710" " T cell receptor alpha joining 39 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ39 PE=4 SV=1"
"1174" "tr" "A0A8I5QKY2" "A0A8I5QKY2" " Uncharacterized protein OS=Homo sapiens OX=9606 PE=4 SV=1"
"1175" "sp" "A0PJY2" "FEZF1" " Fez family zinc finger protein 1 OS=Homo sapiens OX=9606 GN=FEZF1 PE=1 SV=1"
"1176" "sp" "O15225" "INE1" " Putative inactivation escape 1 protein OS=Homo sapiens OX=9606 GN=INE1 PE=5 SV=5"
"1177" "sp" "O60739" "EIF1B" " Eukaryotic translation initiation factor 1b OS=Homo sapiens OX=9606 GN=EIF1B PE=1 SV=2"
"1178" "sp" "P84101" "SERF2" " Small EDRK-rich factor 2 OS=Homo sapiens OX=9606 GN=SERF2 PE=1 SV=1"
"1179" "sp" "Q9NVF7" "FBX28" " F-box only protein 28 OS=Homo sapiens OX=9606 GN=FBXO28 PE=1 SV=1"
"1180" "tr" "A0A075B6Y4" "A0A075B6Y4" " T cell receptor alpha joining 19 (non-functional) (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ19 PE=4 SV=1"
"1181" "sp" "O00526" "UPK2" " Uroplakin-2 OS=Homo sapiens OX=9606 GN=UPK2 PE=1 SV=2"
"1182" "sp" "P13640" "MT1G" " Metallothionein-1G OS=Homo sapiens OX=9606 GN=MT1G PE=1 SV=2"
"1183" "sp" "P62987" "RL40" " Ubiquitin-60S ribosomal protein L40 OS=Homo sapiens OX=9606 GN=UBA52 PE=1 SV=2"
"1184" "sp" "Q3LI76" "KR151" " Keratin-associated protein 15-1 OS=Homo sapiens OX=9606 GN=KRTAP15-1 PE=1 SV=2"
"1185" "sp" "Q3LI81" "KR271" " Keratin-associated protein 27-1 OS=Homo sapiens OX=9606 GN=KRTAP27-1 PE=2 SV=1"
"1186" "sp" "Q53FP2" "NACHO" " Novel acetylcholine receptor chaperone OS=Homo sapiens OX=9606 GN=TMEM35A PE=1 SV=2"
"1187" "sp" "P04183" "KITH" " Thymidine kinase, cytosolic OS=Homo sapiens OX=9606 GN=TK1 PE=1 SV=2"
"1188" "sp" "Q6AZW8" "ZN660" " Zinc finger protein 660 OS=Homo sapiens OX=9606 GN=ZNF660 PE=1 SV=1"
"1189" "sp" "Q8NGG8" "OR8B3" " Olfactory receptor 8B3 OS=Homo sapiens OX=9606 GN=OR8B3 PE=3 SV=3"
"1190" "sp" "Q9BYP8" "KR171" " Keratin-associated protein 17-1 OS=Homo sapiens OX=9606 GN=KRTAP17-1 PE=1 SV=1"
"1191" "sp" "P50150" "GBG4" " Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-4 OS=Homo sapiens OX=9606 GN=GNG4 PE=1 SV=1"
"1192" "sp" "P61803" "DAD1" " Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1 OS=Homo sapiens OX=9606 GN=DAD1 PE=1 SV=3"
"1193" "sp" "Q00604" "NDP" " Norrin OS=Homo sapiens OX=9606 GN=NDP PE=1 SV=1"
"1194" "sp" "Q15620" "OR8B8" " Olfactory receptor 8B8 OS=Homo sapiens OX=9606 GN=OR8B8 PE=2 SV=2"
"1195" "sp" "Q16666" "IF16" " Gamma-interferon-inducible protein 16 OS=Homo sapiens OX=9606 GN=IFI16 PE=1 SV=3"
"1196" "sp" "Q5MJ10" "SPXN2" " Sperm protein associated with the nucleus on the X chromosome N2 OS=Homo sapiens OX=9606 GN=SPANXN2 PE=1 SV=1"
"1197" "sp" "Q6ZYL4" "TF2H5" " General transcription factor IIH subunit 5 OS=Homo sapiens OX=9606 GN=GTF2H5 PE=1 SV=1"
"1198" "sp" "Q9H098" "F107B" " Protein FAM107B OS=Homo sapiens OX=9606 GN=FAM107B PE=1 SV=1"
"1199" "sp" "Q9NPD3" "EXOS4" " Exosome complex component RRP41 OS=Homo sapiens OX=9606 GN=EXOSC4 PE=1 SV=3"
"1200" "sp" "Q9NR00" "TCIM" " Transcriptional and immune response regulator OS=Homo sapiens OX=9606 GN=TCIM PE=1 SV=2"
"1201" "sp" "A1XBS5" "CBAR1" " CBY1-interacting BAR domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CIBAR1 PE=1 SV=2"
"1202" "sp" "O75956" "CDKA2" " Cyclin-dependent kinase 2-associated protein 2 OS=Homo sapiens OX=9606 GN=CDK2AP2 PE=1 SV=1"
"1203" "sp" "P18847" "ATF3" " Cyclic AMP-dependent transcription factor ATF-3 OS=Homo sapiens OX=9606 GN=ATF3 PE=1 SV=2"
"1204" "sp" "P22492" "H1T" " Histone H1t OS=Homo sapiens OX=9606 GN=H1-6 PE=2 SV=4"
"1205" "sp" "P52823" "STC1" " Stanniocalcin-1 OS=Homo sapiens OX=9606 GN=STC1 PE=1 SV=1"
"1206" "sp" "Q5MJ08" "SPXN4" " Sperm protein associated with the nucleus on the X chromosome N4 OS=Homo sapiens OX=9606 GN=SPANXN4 PE=3 SV=1"
"1207" "sp" "Q9NP86" "CABP5" " Calcium-binding protein 5 OS=Homo sapiens OX=9606 GN=CABP5 PE=1 SV=1"
"1208" "sp" "Q9NZ72" "STMN3" " Stathmin-3 OS=Homo sapiens OX=9606 GN=STMN3 PE=1 SV=3"
"1209" "tr" "A0A7I2V6D3" "A0A7I2V6D3" " Uncharacterized protein OS=Homo sapiens OX=9606 PE=4 SV=1"
"1210" "sp" "O00488" "ZN593" " Zinc finger protein 593 OS=Homo sapiens OX=9606 GN=ZNF593 PE=1 SV=2"
"1211" "sp" "P02810" "PRPC" " Salivary acidic proline-rich phosphoprotein 1/2 OS=Homo sapiens OX=9606 GN=PRH2 PE=1 SV=2"
"1212" "sp" "P20290" "BTF3" " Transcription factor BTF3 OS=Homo sapiens OX=9606 GN=BTF3 PE=1 SV=1"
"1213" "sp" "Q01523" "DEF5" " Defensin alpha 5 OS=Homo sapiens OX=9606 GN=DEFA5 PE=1 SV=1"
"1214" "sp" "Q93083" "MT1L" " Metallothionein-1L OS=Homo sapiens OX=9606 GN=MT1L PE=2 SV=1"
"1215" "sp" "Q96I23" "PREY" " Protein preY, mitochondrial OS=Homo sapiens OX=9606 GN=PYURF PE=1 SV=1"
"1216" "sp" "Q9BYG5" "PAR6B" " Partitioning defective 6 homolog beta OS=Homo sapiens OX=9606 GN=PARD6B PE=1 SV=1"
"1217" "sp" "A0A0J9YXG5" "TJB14" " T cell receptor beta joining 1-4 OS=Homo sapiens OX=9606 GN=TRBJ1-4 PE=4 SV=2"
"1218" "sp" "P49721" "PSB2" " Proteasome subunit beta type-2 OS=Homo sapiens OX=9606 GN=PSMB2 PE=1 SV=1"
"1219" "sp" "Q569K4" "Z385B" " Zinc finger protein 385B OS=Homo sapiens OX=9606 GN=ZNF385B PE=1 SV=1"
"1220" "sp" "Q9Y5V0" "ZN706" " Zinc finger protein 706 OS=Homo sapiens OX=9606 GN=ZNF706 PE=1 SV=1"
"1221" "sp" "O95833" "CLIC3" " Chloride intracellular channel protein 3 OS=Homo sapiens OX=9606 GN=CLIC3 PE=1 SV=2"
"1222" "sp" "P10916" "MLRV" " Myosin regulatory light chain 2, ventricular/cardiac muscle isoform OS=Homo sapiens OX=9606 GN=MYL2 PE=1 SV=3"
"1223" "sp" "Q2TB10" "ZN800" " Zinc finger protein 800 OS=Homo sapiens OX=9606 GN=ZNF800 PE=1 SV=1"
"1224" "sp" "Q30KQ1" "DB133" " Beta-defensin 133 OS=Homo sapiens OX=9606 GN=DEFB133 PE=3 SV=1"
"1225" "sp" "Q7Z7C8" "TAF8" " Transcription initiation factor TFIID subunit 8 OS=Homo sapiens OX=9606 GN=TAF8 PE=1 SV=1"
"1226" "sp" "Q9BRL6" "SRSF8" " Serine/arginine-rich splicing factor 8 OS=Homo sapiens OX=9606 GN=SRSF8 PE=1 SV=1"
"1227" "sp" "Q9H936" "GHC1" " Mitochondrial glutamate carrier 1 OS=Homo sapiens OX=9606 GN=SLC25A22 PE=1 SV=1"
"1228" "sp" "E0CX11" "STMP1" " Short transmembrane mitochondrial protein 1 OS=Homo sapiens OX=9606 GN=STMP1 PE=1 SV=1"
"1229" "sp" "P11684" "UTER" " Uteroglobin OS=Homo sapiens OX=9606 GN=SCGB1A1 PE=1 SV=1"
"1230" "sp" "P62249" "RS16" " 40S ribosomal protein S16 OS=Homo sapiens OX=9606 GN=RPS16 PE=1 SV=2"
"1231" "sp" "P62841" "RS15" " 40S ribosomal protein S15 OS=Homo sapiens OX=9606 GN=RPS15 PE=1 SV=2"
"1232" "sp" "Q53HC0" "CCD92" " Coiled-coil domain-containing protein 92 OS=Homo sapiens OX=9606 GN=CCDC92 PE=1 SV=2"
"1233" "sp" "Q6UXB3" "LYPD2" " Ly6/PLAUR domain-containing protein 2 OS=Homo sapiens OX=9606 GN=LYPD2 PE=1 SV=1"
"1234" "sp" "Q93077" "H2A1C" " Histone H2A type 1-C OS=Homo sapiens OX=9606 GN=H2AC6 PE=1 SV=3"
"1235" "sp" "Q96R09" "OR5B2" " Olfactory receptor 5B2 OS=Homo sapiens OX=9606 GN=OR5B2 PE=2 SV=3"
"1236" "sp" "Q9Y333" "LSM2" " U6 snRNA-associated Sm-like protein LSm2 OS=Homo sapiens OX=9606 GN=LSM2 PE=1 SV=1"
"1237" "sp" "P0DUH7" "HRURF" " Protein HRURF OS=Homo sapiens OX=9606 GN=HRURF PE=1 SV=1"
"1238" "sp" "P49006" "MRP" " MARCKS-related protein OS=Homo sapiens OX=9606 GN=MARCKSL1 PE=1 SV=2"
"1239" "sp" "Q8NET1" "D108B" " Beta-defensin 108B OS=Homo sapiens OX=9606 GN=DEFB108B PE=1 SV=3"
"1240" "sp" "Q8NGX5" "O10K1" " Olfactory receptor 10K1 OS=Homo sapiens OX=9606 GN=OR10K1 PE=2 SV=1"
"1241" "sp" "Q9NSP4" "CENPM" " Centromere protein M OS=Homo sapiens OX=9606 GN=CENPM PE=1 SV=1"
"1242" "sp" "O75477" "ERLN1" " Erlin-1 OS=Homo sapiens OX=9606 GN=ERLIN1 PE=1 SV=2"
"1243" "sp" "O95379" "TFIP8" " Tumor necrosis factor alpha-induced protein 8 OS=Homo sapiens OX=9606 GN=TNFAIP8 PE=1 SV=1"
"1244" "sp" "P29377" "S100G" " Protein S100-G OS=Homo sapiens OX=9606 GN=S100G PE=1 SV=2"
"1245" "sp" "P58876" "H2B1D" " Histone H2B type 1-D OS=Homo sapiens OX=9606 GN=H2BC5 PE=1 SV=2"
"1246" "sp" "Q15370" "ELOB" " Elongin-B OS=Homo sapiens OX=9606 GN=ELOB PE=1 SV=1"
"1247" "sp" "Q6NXT2" "H3C" " Histone H3.3C OS=Homo sapiens OX=9606 GN=H3-5 PE=1 SV=3"
"1248" "sp" "Q8N257" "H2B3B" " Histone H2B type 3-B OS=Homo sapiens OX=9606 GN=H2BC26 PE=1 SV=3"
"1249" "sp" "Q969G5" "CAVN3" " Caveolae-associated protein 3 OS=Homo sapiens OX=9606 GN=CAVIN3 PE=1 SV=3"
"1250" "sp" "Q96IF1" "AJUBA" " LIM domain-containing protein ajuba OS=Homo sapiens OX=9606 GN=AJUBA PE=1 SV=1"
"1251" "sp" "O94760" "DDAH1" " N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 OS=Homo sapiens OX=9606 GN=DDAH1 PE=1 SV=3"
"1252" "sp" "Q16864" "VATF" " V-type proton ATPase subunit F OS=Homo sapiens OX=9606 GN=ATP6V1F PE=1 SV=2"
"1253" "sp" "Q5MJ09" "SPXN3" " Sperm protein associated with the nucleus on the X chromosome N3 OS=Homo sapiens OX=9606 GN=SPANXN3 PE=1 SV=1"
"1254" "sp" "Q8N2Z9" "CENPS" " Centromere protein S OS=Homo sapiens OX=9606 GN=CENPS PE=1 SV=1"
"1255" "sp" "Q969J3" "BORC5" " BLOC-1-related complex subunit 5 OS=Homo sapiens OX=9606 GN=BORCS5 PE=1 SV=1"
"1256" "sp" "Q96BW1" "UPP" " Uracil phosphoribosyltransferase homolog OS=Homo sapiens OX=9606 GN=UPRT PE=1 SV=1"
"1257" "sp" "A6NIX2" "WTIP" " Wilms tumor protein 1-interacting protein OS=Homo sapiens OX=9606 GN=WTIP PE=1 SV=3"
"1258" "sp" "P06028" "GLPB" " Glycophorin-B OS=Homo sapiens OX=9606 GN=GYPB PE=1 SV=3"
"1259" "sp" "P62333" "PRS10" " 26S proteasome regulatory subunit 10B OS=Homo sapiens OX=9606 GN=PSMC6 PE=1 SV=1"
"1260" "sp" "Q86VG3" "IFTAP" " Intraflagellar transport-associated protein OS=Homo sapiens OX=9606 GN=IFTAP PE=1 SV=1"
"1261" "sp" "Q96RD0" "OR8B2" " Olfactory receptor 8B2 OS=Homo sapiens OX=9606 GN=OR8B2 PE=3 SV=3"
"1262" "sp" "Q9BQI0" "AIF1L" " Allograft inflammatory factor 1-like OS=Homo sapiens OX=9606 GN=AIF1L PE=1 SV=1"
"1263" "sp" "P15502" "ELN" " Elastin OS=Homo sapiens OX=9606 GN=ELN PE=1 SV=4"
"1264" "sp" "P31431" "SDC4" " Syndecan-4 OS=Homo sapiens OX=9606 GN=SDC4 PE=1 SV=2"
"1265" "sp" "P47928" "ID4" " DNA-binding protein inhibitor ID-4 OS=Homo sapiens OX=9606 GN=ID4 PE=1 SV=1"
"1266" "sp" "Q53H80" "AKIR2" " Akirin-2 OS=Homo sapiens OX=9606 GN=AKIRIN2 PE=1 SV=2"
"1267" "sp" "Q5T5A8" "LCE3C" " Late cornified envelope protein 3C OS=Homo sapiens OX=9606 GN=LCE3C PE=1 SV=1"
"1268" "sp" "Q6IF99" "O10K2" " Olfactory receptor 10K2 OS=Homo sapiens OX=9606 GN=OR10K2 PE=3 SV=1"
"1269" "sp" "Q8NHZ8" "CDC26" " Anaphase-promoting complex subunit CDC26 OS=Homo sapiens OX=9606 GN=CDC26 PE=1 SV=1"
"1270" "sp" "Q8WU43" "CB015" " Uncharacterized protein C2orf15 OS=Homo sapiens OX=9606 GN=C2orf15 PE=1 SV=2"
"1271" "sp" "Q9UHF0" "TKNK" " Tachykinin-3 OS=Homo sapiens OX=9606 GN=TAC3 PE=1 SV=1"
"1272" "sp" "Q9UQN3" "CHM2B" " Charged multivesicular body protein 2b OS=Homo sapiens OX=9606 GN=CHMP2B PE=1 SV=1"
"1273" "sp" "P06576" "ATPB" " ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3"
"1274" "sp" "P52758" "RIDA" " 2-iminobutanoate/2-iminopropanoate deaminase OS=Homo sapiens OX=9606 GN=RIDA PE=1 SV=1"
"1275" "sp" "Q15744" "CEBPE" " CCAAT/enhancer-binding protein epsilon OS=Homo sapiens OX=9606 GN=CEBPE PE=1 SV=2"
"1276" "sp" "Q6L8G8" "KRA57" " Keratin-associated protein 5-7 OS=Homo sapiens OX=9606 GN=KRTAP5-7 PE=1 SV=1"
"1277" "sp" "Q9UBY9" "HSPB7" " Heat shock protein beta-7 OS=Homo sapiens OX=9606 GN=HSPB7 PE=1 SV=1"
"1278" "tr" "A0A590UK24" "A0A590UK24" " Uncharacterized protein OS=Homo sapiens OX=9606 GN=LOC122319696 PE=4 SV=1"
"1279" "sp" "P32121" "ARRB2" " Beta-arrestin-2 OS=Homo sapiens OX=9606 GN=ARRB2 PE=1 SV=2"
"1280" "sp" "Q8NHB8" "OR5K2" " Olfactory receptor 5K2 OS=Homo sapiens OX=9606 GN=OR5K2 PE=1 SV=3"
"1281" "sp" "Q96PI1" "SPRR4" " Small proline-rich protein 4 OS=Homo sapiens OX=9606 GN=SPRR4 PE=2 SV=1"
"1282" "sp" "Q99576" "T22D3" " TSC22 domain family protein 3 OS=Homo sapiens OX=9606 GN=TSC22D3 PE=1 SV=2"
"1283" "sp" "Q9BVX2" "T106C" " Transmembrane protein 106C OS=Homo sapiens OX=9606 GN=TMEM106C PE=1 SV=1"
"1284" "sp" "Q9BX46" "RBM24" " RNA-binding protein 24 OS=Homo sapiens OX=9606 GN=RBM24 PE=1 SV=1"
"1285" "sp" "Q9HAP6" "LIN7B" " Protein lin-7 homolog B OS=Homo sapiens OX=9606 GN=LIN7B PE=1 SV=1"
"1286" "sp" "Q9UK33" "ZN580" " Zinc finger protein 580 OS=Homo sapiens OX=9606 GN=ZNF580 PE=1 SV=1"
"1287" "sp" "A2A2V5" "SRTM1" " Serine-rich and transmembrane domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SERTM1 PE=1 SV=1"
"1288" "sp" "C9JXX5" "FREY" " Protein Frey 1 OS=Homo sapiens OX=9606 GN=FREY1 PE=3 SV=1"
"1289" "sp" "P07438" "MT1B" " Metallothionein-1B OS=Homo sapiens OX=9606 GN=MT1B PE=1 SV=1"
"1290" "sp" "Q5T752" "LCE1D" " Late cornified envelope protein 1D OS=Homo sapiens OX=9606 GN=LCE1D PE=1 SV=1"
"1291" "sp" "Q6A555" "TXND8" " Thioredoxin domain-containing protein 8 OS=Homo sapiens OX=9606 GN=TXNDC8 PE=1 SV=2"
"1292" "sp" "Q6PGN9" "PSRC1" " Proline/serine-rich coiled-coil protein 1 OS=Homo sapiens OX=9606 GN=PSRC1 PE=1 SV=1"
"1293" "sp" "Q8TF74" "WIPF2" " WAS/WASL-interacting protein family member 2 OS=Homo sapiens OX=9606 GN=WIPF2 PE=1 SV=1"
"1294" "sp" "Q8WVK7" "SKA2" " Spindle and kinetochore-associated protein 2 OS=Homo sapiens OX=9606 GN=SKA2 PE=1 SV=1"
"1295" "sp" "Q9C010" "IPKB" " cAMP-dependent protein kinase inhibitor beta OS=Homo sapiens OX=9606 GN=PKIB PE=1 SV=1"
"1296" "sp" "Q9P127" "LUZP4" " Leucine zipper protein 4 OS=Homo sapiens OX=9606 GN=LUZP4 PE=1 SV=1"
"1297" "sp" "O14653" "GOSR2" " Golgi SNAP receptor complex member 2 OS=Homo sapiens OX=9606 GN=GOSR2 PE=1 SV=2"
"1298" "sp" "P01040" "CYTA" " Cystatin-A OS=Homo sapiens OX=9606 GN=CSTA PE=1 SV=1"
"1299" "sp" "P0CG34" "TB15A" " Thymosin beta-15A OS=Homo sapiens OX=9606 GN=TMSB15A PE=1 SV=1"
"1300" "sp" "P16403" "H12" " Histone H1.2 OS=Homo sapiens OX=9606 GN=H1-2 PE=1 SV=2"
"1301" "sp" "P57723" "PCBP4" " Poly(rC)-binding protein 4 OS=Homo sapiens OX=9606 GN=PCBP4 PE=2 SV=1"
"1302" "sp" "P62805" "H4" " Histone H4 OS=Homo sapiens OX=9606 GN=H4C16 PE=1 SV=2"
"1303" "sp" "Q5T870" "PRR9" " Proline-rich protein 9 OS=Homo sapiens OX=9606 GN=PRR9 PE=4 SV=1"
"1304" "sp" "Q92686" "NEUG" " Neurogranin OS=Homo sapiens OX=9606 GN=NRGN PE=1 SV=1"
"1305" "sp" "Q99622" "C10" " Protein C10 OS=Homo sapiens OX=9606 GN=C12orf57 PE=1 SV=1"
"1306" "sp" "Q9UI25" "YP002" " Putative uncharacterized protein PRO0461 OS=Homo sapiens OX=9606 GN=PRO0461 PE=5 SV=1"
"1307" "tr" "A0A075B6V0" "A0A075B6V0" " T cell receptor alpha joining 16 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ16 PE=4 SV=1"
"1308" "sp" "A0A075B700" "TJA31" " T cell receptor alpha joining 31 OS=Homo sapiens OX=9606 GN=TRAJ31 PE=4 SV=2"
"1309" "tr" "A0A7P0T9M0" "A0A7P0T9M0" " Uncharacterized protein OS=Homo sapiens OX=9606 PE=4 SV=1"
"1310" "sp" "O75348" "VATG1" " V-type proton ATPase subunit G 1 OS=Homo sapiens OX=9606 GN=ATP6V1G1 PE=1 SV=3"
"1311" "sp" "P01215" "GLHA" " Glycoprotein hormones alpha chain OS=Homo sapiens OX=9606 GN=CGA PE=1 SV=1"
"1312" "sp" "Q2NKX9" "CB068" " UPF0561 protein C2orf68 OS=Homo sapiens OX=9606 GN=C2orf68 PE=1 SV=1"
"1313" "sp" "Q8WVK2" "SNR27" " U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein OS=Homo sapiens OX=9606 GN=SNRNP27 PE=1 SV=1"
"1314" "sp" "Q8WXG8" "S100Z" " Protein S100-Z OS=Homo sapiens OX=9606 GN=S100Z PE=1 SV=4"
"1315" "sp" "Q96L50" "LLR1" " Leucine-rich repeat protein 1 OS=Homo sapiens OX=9606 GN=LRR1 PE=1 SV=2"
"1316" "sp" "Q96RM1" "SPR2F" " Small proline-rich protein 2F OS=Homo sapiens OX=9606 GN=SPRR2F PE=3 SV=1"
"1317" "sp" "Q99674" "CGRE1" " Cell growth regulator with EF hand domain protein 1 OS=Homo sapiens OX=9606 GN=CGREF1 PE=1 SV=3"
"1318" "sp" "Q9P1U0" "RPA12" " DNA-directed RNA polymerase I subunit RPA12 OS=Homo sapiens OX=9606 GN=POLR1H PE=1 SV=1"
"1319" "tr" "A0A075B6W6" "A0A075B6W6" " T cell receptor alpha joining 27 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ27 PE=4 SV=1"
"1320" "sp" "P08708" "RS17" " 40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=1 SV=2"
"1321" "sp" "P10092" "CALCB" " Calcitonin gene-related peptide 2 OS=Homo sapiens OX=9606 GN=CALCB PE=1 SV=1"
"1322" "sp" "Q14050" "CO9A3" " Collagen alpha-3(IX) chain OS=Homo sapiens OX=9606 GN=COL9A3 PE=1 SV=2"
"1323" "sp" "Q7Z7H8" "RM10" " 39S ribosomal protein L10, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL10 PE=1 SV=3"
"1324" "sp" "Q86WX3" "AROS" " Active regulator of SIRT1 OS=Homo sapiens OX=9606 GN=RPS19BP1 PE=1 SV=1"
"1325" "sp" "Q9HBE1" "PATZ1" " POZ-, AT hook-, and zinc finger-containing protein 1 OS=Homo sapiens OX=9606 GN=PATZ1 PE=1 SV=1"
"1326" "sp" "A1L162" "ERIC2" " Glutamate-rich protein 2 OS=Homo sapiens OX=9606 GN=ERICH2 PE=1 SV=1"
"1327" "sp" "P35659" "DEK" " Protein DEK OS=Homo sapiens OX=9606 GN=DEK PE=1 SV=1"
"1328" "sp" "P57730" "CAR18" " Caspase recruitment domain-containing protein 18 OS=Homo sapiens OX=9606 GN=CARD18 PE=1 SV=1"
"1329" "sp" "Q14994" "NR1I3" " Nuclear receptor subfamily 1 group I member 3 OS=Homo sapiens OX=9606 GN=NR1I3 PE=1 SV=2"
"1330" "sp" "Q96A05" "VATE2" " V-type proton ATPase subunit E 2 OS=Homo sapiens OX=9606 GN=ATP6V1E2 PE=1 SV=1"
